year,make,model,forward_collision_warning,adaptive_cruise_control,lane_departure_warning,lane_keeping_assist,blind_spot_monitor,rear_cross_traffic_alert,backup_camera,adaptive_headlights,antilock_braking_system,automatic_emergency_braking,automatic_parallel_parking,backup_warning,bicycle_detection,brake_assist,curve_speed_warning,drowsiness_alert,electronic_stability_control,high_speed_alert,hill_descent_assist,hill_start_assist,left_turn_crash_avoidance,pedestrian_detection,push_button_start,sideview_camera,temperature_warning,tire_pressure_monitoring_system,traction_control,obstacle_detection
2018,Porsche,Panamera,Option,Option,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Ram,1500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Ram,1500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Ram,1500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Ram,2500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Ram,2500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2018,Ram,2500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Ram,3500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Ram,3500,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2016,Scion,FR-S,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Scion,iA,Unknown / Not Available,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Scion,iM,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Scion,tC,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Smart,ForTwo,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Smart,ForTwo,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Subaru,Ascent,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,BRZ,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Subaru,BRZ,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Subaru,BRZ,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Crosstrek,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Subaru,Crosstrek,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Subaru,Crosstrek,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Subaru,Crosstrek,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Forester,Option,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Subaru,Forester,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Subaru,Forester,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Impreza,Option,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Subaru,Impreza,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Subaru,Impreza,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Subaru,Impreza,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Legacy,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Subaru,Legacy,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Subaru,Legacy,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Subaru,Legacy,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,Outback,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Subaru,Outback,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Subaru,Outback,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Subaru,Outback,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Subaru,WRX,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Subaru,WRX/STi,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Subaru,WRX/STi,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Tesla,Model 3,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Tesla,Model S,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Tesla,Model S,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Tesla,Model S,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Tesla,Model X,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Tesla,Model X,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Tesla,Model X,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,86,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,86,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,4Runner,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,4Runner,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,4Runner,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Avalon,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Avalon,Standard,Standard,Standard,Standard,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Avalon,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,C-HR,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Camry,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Camry,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Camry,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Corolla,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Corolla,Standard,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Corolla,Standard,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Toyota,Corolla,Standard,Standard,Standard,Standard,Option,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Corolla iM,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Corolla iM,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Highlander,Option,Option,Option,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Highlander,Standard,Standard,Standard,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Highlander,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Land Cruiser,Standard,Standard,Standard,Unknown / Not Available,Standard,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Land Cruiser,Standard,Standard,Standard,Unknown / Not Available,Standard,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Land Cruiser,Standard,Standard,Standard,Unknown / Not Available,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Mirai,Standard,Standard,Standard,Unknown / Not Available,Standard,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Mirai,Standard,Standard,Standard,Unknown / Not Available,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Prius,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Prius,Standard,Standard,Standard,Standard,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Prius,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Prius C,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Prius prime,Standard,Standard,Standard,Standard,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,PriusC,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,PriusC,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,PriusV,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,PriusV,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,RAV4,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,RAV4,Standard,Standard,Standard,Standard,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,RAV4,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Sequia,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Sequoia,Standard,Standard,Standard,Unknown / Not Available,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Sienna,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Sienna,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Sienna,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Tacoma,Standard,Standard,Standard,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Tundra,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Tundra,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Tundra,Standard,Standard,Standard,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Toyota,Yaris,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,Yaris,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Toyota,Yaris,Standard,Standard,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Toyota,YARIS iA,Unknown / Not Available,Standard,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Alltrack,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Atlas,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,Beetle,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,Beetle,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Beetle,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,CC,Option,Option,Option,Option,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,Golf,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,Golf,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Golf,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Golf Sportwagen,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,Golf Sportwagen AllTrack,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,Golf Sportwagen AllTrack,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,GTI,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,GTI,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,GTI,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,Jetta,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,Jetta,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Jetta,Option,Option,Unknown / Not Available,Unknown / Not Available,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,Passat,Option,Option,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,Passat,Standard,Standard,Option,Option,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Passat,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,Tiguan,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,Tiguan,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Unknown / Not Available,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volkswagen,Tiguan,Option,Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volkswagen,Touareg,Option,Option,Option,Unknown / Not Available,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Volkswagen,Touareg,Standard,Standard,Standard,Unknown / Not Available,Standard,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,S60,Option,Standard/Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Volvo,S60,Option,Standard/Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Volvo,S60,Option,Standard/Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,S80,Option,Standard/Option,Option,Option,Option,Unknown / Not Available,Option,,,,,,,,,,,,,,,,,,,,,
2017,Volvo,S90,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volvo,S90,Standard,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,V60,Option,Standard/Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Volvo,V60,Option,Standard/Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Volvo,V60,Option,Standard/Option,Option,Option,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2017,Volvo,V90,Standard,Standard,Standard,Standard,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2018,Volvo,V90,Standard,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2019,Volvo,XC40,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2018,Volvo,XC60,Standard,Standard,Standard,Standard,Option,Option,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,XC60 ,Option,Standard/Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2017,Volvo,XC60 ,Option,Standard/Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,XC70,Option,Standard/Option,Option,Option,Option,Option,Option,,,,,,,,,,,,,,,,,,,,,
2018,Volvo,XC90,Standard,Standard,Standard,Standard,Standard,Standard,Unknown / Not Available,,,,,,,,,,,,,,,,,,,,,
2016,Volvo,XC90 ,Standard,Standard,Standard,Standard,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
2017,Volvo,XC90 ,Standard,Standard,Standard,Standard,Option,Option,Standard,,,,,,,,,,,,,,,,,,,,,
